kind	token	count
other	<md:KR3a0007_SBCK_017-15a>	1
other	<md:KR3a0007_SBCK_017-15b>	1
other	<md:KR3a0007_SBCK_017-16a>	1
other	<md:KR3a0007_SBCK_017-16b>	1
other	<md:KR3a0007_SBCK_017-17a>	1
other	<md:KR3a0007_SBCK_017-17b>	1
other	<md:KR3a0007_SBCK_017-18a>	1
other	<md:KR3a0007_SBCK_017-18b>	1
other	<md:KR3a0007_SBCK_017-19a>	1
other	<md:KR3a0007_SBCK_017-19b>	1
other	<md:KR3a0007_SBCK_017-20a>	1
other	<md:KR3a0007_SBCK_017-20b>	1
other	<md:KR3a0007_SBCK_017-21a>	1
other	<md:KR3a0007_SBCK_017-21b>	1
other	<md:KR3a0007_SBCK_017-22a>	1
other	<md:KR3a0007_SBCK_017-22b>	1
other	<md:KR3a0007_SBCK_017-23a>	1
other	<md:KR3a0007_SBCK_017-23b>	1
other	<md:KR3a0007_SBCK_017-24a>	1
other	<md:KR3a0007_SBCK_017-24b>	1
other	<md:KR3a0007_SBCK_017-25a>	1
other	<md:KR3a0007_SBCK_017-25b>	1
other	<md:KR3a0007_SBCK_017-26a>	1
other	<md:KR3a0007_SBCK_017-26b>	1
other	<md:KR3a0007_SBCK_011-1a>	1
other	<md:KR3a0007_SBCK_011-1b>	1
other	<md:KR3a0007_SBCK_011-2a>	1
other	<md:KR3a0007_SBCK_011-2b>	1
other	<md:KR3a0007_SBCK_011-3a>	1
other	<md:KR3a0007_SBCK_011-3b>	1
other	<md:KR3a0007_SBCK_011-4a>	1
other	<md:KR3a0007_SBCK_011-4b>	1
other	<md:KR3a0007_SBCK_011-5a>	1
other	<md:KR3a0007_SBCK_011-5b>	1
other	<md:KR3a0007_SBCK_011-6a>	1
other	<md:KR3a0007_SBCK_011-6b>	1
other	<md:KR3a0007_SBCK_011-7a>	1
other	<md:KR3a0007_SBCK_011-7b>	1
other	<md:KR3a0007_SBCK_011-8a>	1
other	<md:KR3a0007_SBCK_011-8b>	1
other	<md:KR3a0007_SBCK_011-9a>	1
other	<md:KR3a0007_SBCK_011-9b>	1
other	<md:KR3a0007_SBCK_011-10a>	1
other	<md:KR3a0007_SBCK_011-10b>	1
other	<md:KR3a0007_SBCK_011-11a>	1
other	<md:KR3a0007_SBCK_011-11b>	1
other	<md:KR3a0007_SBCK_011-12a>	1
other	<md:KR3a0007_SBCK_011-12b>	1
other	<md:KR3a0007_SBCK_011-13a>	1
other	<md:KR3a0007_SBCK_011-13b>	1
other	<md:KR3a0007_SBCK_011-14a>	1
other	<md:KR3a0007_SBCK_011-14b>	1
other	<md:KR3a0007_SBCK_011-15a>	1
other	<md:KR3a0007_SBCK_011-15b>	1
other	<md:KR3a0007_SBCK_011-16a>	1
other	<md:KR3a0007_SBCK_011-16b>	1
other	<md:KR3a0007_SBCK_011-17a>	1
other	<md:KR3a0007_SBCK_011-17b>	1
other	<md:KR3a0007_SBCK_011-18a>	1
other	<md:KR3a0007_SBCK_011-18b>	1
other	<md:KR3a0007_SBCK_011-19a>	1
other	<md:KR3a0007_SBCK_011-19b>	1
other	<md:KR3a0007_SBCK_011-20a>	1
other	<md:KR3a0007_SBCK_011-20b>	1
other	<md:KR3a0007_SBCK_011-21a>	1
other	<md:KR3a0007_SBCK_011-21b>	1
other	<md:KR3a0007_SBCK_011-22a>	1
other	<md:KR3a0007_SBCK_011-22b>	1
other	<md:KR3a0007_SBCK_011-23a>	1
other	<md:KR3a0007_SBCK_011-23b>	1
other	<md:KR3a0007_SBCK_008-1a>	1
other	<md:KR3a0007_SBCK_008-1b>	1
other	<md:KR3a0007_SBCK_008-2a>	1
other	<md:KR3a0007_SBCK_008-2b>	1
other	<md:KR3a0007_SBCK_008-3a>	1
other	<md:KR3a0007_SBCK_008-3b>	1
other	<md:KR3a0007_SBCK_008-4a>	1
other	<md:KR3a0007_SBCK_008-4b>	1
other	<md:KR3a0007_SBCK_008-5a>	1
other	<md:KR3a0007_SBCK_008-5b>	1
other	<md:KR3a0007_SBCK_008-6a>	1
other	<md:KR3a0007_SBCK_008-6b>	1
other	<md:KR3a0007_SBCK_008-7a>	1
other	<md:KR3a0007_SBCK_008-7b>	1
other	<md:KR3a0007_SBCK_008-8a>	1
other	<md:KR3a0007_SBCK_008-8b>	1
other	<md:KR3a0007_SBCK_008-9a>	1
other	<md:KR3a0007_SBCK_008-9b>	1
other	<md:KR3a0007_SBCK_008-10a>	1
other	<md:KR3a0007_SBCK_008-10b>	1
other	<md:KR3a0007_SBCK_008-11a>	1
other	<md:KR3a0007_SBCK_008-11b>	1
other	<md:KR3a0007_SBCK_008-12a>	1
other	<md:KR3a0007_SBCK_008-12b>	1
other	<md:KR3a0007_SBCK_008-13a>	1
other	<md:KR3a0007_SBCK_008-13b>	1
other	<md:KR3a0007_SBCK_008-14a>	1
other	<md:KR3a0007_SBCK_008-14b>	1
other	<md:KR3a0007_SBCK_008-15a>	1
other	<md:KR3a0007_SBCK_008-15b>	1
other	<md:KR3a0007_SBCK_008-16a>	1
other	<md:KR3a0007_SBCK_008-16b>	1
other	<md:KR3a0007_SBCK_008-17a>	1
other	<md:KR3a0007_SBCK_008-17b>	1
other	<md:KR3a0007_SBCK_008-18a>	1
other	<md:KR3a0007_SBCK_008-18b>	1
other	<md:KR3a0007_SBCK_008-19a>	1
other	<md:KR3a0007_SBCK_008-19b>	1
other	<md:KR3a0007_SBCK_008-20a>	1
other	<md:KR3a0007_SBCK_008-20b>	1
other	<md:KR3a0007_SBCK_008-21a>	1
other	<md:KR3a0007_SBCK_008-21b>	1
other	<md:KR3a0007_SBCK_008-22a>	1
other	<md:KR3a0007_SBCK_008-22b>	1
other	<md:KR3a0007_SBCK_008-23a>	1
other	<md:KR3a0007_SBCK_008-23b>	1
other	<md:KR3a0007_SBCK_008-24a>	1
other	<md:KR3a0007_SBCK_008-24b>	1
other	<md:KR3a0007_SBCK_008-25a>	1
other	<md:KR3a0007_SBCK_008-25b>	1
other	<md:KR3a0007_SBCK_008-26a>	1
other	<md:KR3a0007_SBCK_008-26b>	1
other	<md:KR3a0007_SBCK_008-27a>	1
other	<md:KR3a0007_SBCK_020-19a>	1
other	<md:KR3a0007_SBCK_000-1a>	1
other	<md:KR3a0007_SBCK_000-1b>	1
other	<md:KR3a0007_SBCK_000-2a>	1
other	<md:KR3a0007_SBCK_000-3a>	1
other	<md:KR3a0007_SBCK_004-1a>	1
other	<md:KR3a0007_SBCK_004-1b>	1
other	<md:KR3a0007_SBCK_004-2a>	1
other	<md:KR3a0007_SBCK_004-2b>	1
other	<md:KR3a0007_SBCK_004-3a>	1
other	<md:KR3a0007_SBCK_004-3b>	1
other	<md:KR3a0007_SBCK_004-4a>	1
other	<md:KR3a0007_SBCK_004-4b>	1
other	<md:KR3a0007_SBCK_004-5a>	1
other	<md:KR3a0007_SBCK_004-5b>	1
other	<md:KR3a0007_SBCK_004-6a>	1
other	<md:KR3a0007_SBCK_004-6b>	1
other	<md:KR3a0007_SBCK_004-7a>	1
other	<md:KR3a0007_SBCK_004-7b>	1
other	<md:KR3a0007_SBCK_004-8a>	1
other	<md:KR3a0007_SBCK_004-8b>	1
other	<md:KR3a0007_SBCK_004-9a>	1
other	<md:KR3a0007_SBCK_004-9b>	1
other	<md:KR3a0007_SBCK_004-10a>	1
other	<md:KR3a0007_SBCK_004-10b>	1
other	<md:KR3a0007_SBCK_004-11a>	1
other	<md:KR3a0007_SBCK_004-11b>	1
other	<md:KR3a0007_SBCK_004-12a>	1
other	<md:KR3a0007_SBCK_004-12b>	1
other	<md:KR3a0007_SBCK_004-13a>	1
other	<md:KR3a0007_SBCK_004-13b>	1
other	<md:KR3a0007_SBCK_004-14a>	1
other	<md:KR3a0007_SBCK_004-14b>	1
other	<md:KR3a0007_SBCK_004-15a>	1
other	<md:KR3a0007_SBCK_004-15b>	1
other	<md:KR3a0007_SBCK_004-16a>	1
other	<md:KR3a0007_SBCK_004-16b>	1
other	<md:KR3a0007_SBCK_002-1a>	1
other	<md:KR3a0007_SBCK_002-1b>	1
other	<md:KR3a0007_SBCK_002-2a>	1
other	<md:KR3a0007_SBCK_002-2b>	1
other	<md:KR3a0007_SBCK_002-3a>	1
other	<md:KR3a0007_SBCK_002-3b>	1
other	<md:KR3a0007_SBCK_002-4a>	1
other	<md:KR3a0007_SBCK_002-4b>	1
other	<md:KR3a0007_SBCK_002-5a>	1
other	<md:KR3a0007_SBCK_002-5b>	1
other	<md:KR3a0007_SBCK_002-6a>	1
other	<md:KR3a0007_SBCK_002-6b>	1
other	<md:KR3a0007_SBCK_002-7a>	1
other	<md:KR3a0007_SBCK_002-7b>	1
other	<md:KR3a0007_SBCK_002-8a>	1
other	<md:KR3a0007_SBCK_002-8b>	1
other	<md:KR3a0007_SBCK_002-9a>	1
other	<md:KR3a0007_SBCK_002-9b>	1
other	<md:KR3a0007_SBCK_002-10a>	1
other	<md:KR3a0007_SBCK_002-10b>	1
other	<md:KR3a0007_SBCK_002-11a>	1
other	<md:KR3a0007_SBCK_002-11b>	1
other	<md:KR3a0007_SBCK_002-12a>	1
other	<md:KR3a0007_SBCK_002-12b>	1
other	<md:KR3a0007_SBCK_002-13a>	1
other	<md:KR3a0007_SBCK_002-13b>	1
other	<md:KR3a0007_SBCK_002-14a>	1
other	<md:KR3a0007_SBCK_002-14b>	1
other	<md:KR3a0007_SBCK_002-15a>	1
other	<md:KR3a0007_SBCK_002-15b>	1
other	<md:KR3a0007_SBCK_002-16a>	1
other	<md:KR3a0007_SBCK_002-16b>	1
other	<md:KR3a0007_SBCK_002-17a>	1
other	<md:KR3a0007_SBCK_002-17b>	1
other	<md:KR3a0007_SBCK_002-18a>	1
other	<md:KR3a0007_SBCK_002-18b>	1
other	<md:KR3a0007_SBCK_002-19a>	1
other	<md:KR3a0007_SBCK_002-19b>	1
other	<md:KR3a0007_SBCK_003-1a>	1
other	<md:KR3a0007_SBCK_003-1b>	1
other	<md:KR3a0007_SBCK_003-2a>	1
other	<md:KR3a0007_SBCK_003-2b>	1
other	<md:KR3a0007_SBCK_003-3a>	1
other	<md:KR3a0007_SBCK_003-3b>	1
other	<md:KR3a0007_SBCK_003-4a>	1
other	<md:KR3a0007_SBCK_003-4b>	1
other	<md:KR3a0007_SBCK_003-5a>	1
other	<md:KR3a0007_SBCK_003-5b>	1
other	<md:KR3a0007_SBCK_003-6a>	1
other	<md:KR3a0007_SBCK_003-6b>	1
other	<md:KR3a0007_SBCK_003-7a>	1
other	<md:KR3a0007_SBCK_003-7b>	1
other	<md:KR3a0007_SBCK_003-8a>	1
other	<md:KR3a0007_SBCK_003-8b>	1
other	<md:KR3a0007_SBCK_003-9a>	1
other	<md:KR3a0007_SBCK_003-9b>	1
other	<md:KR3a0007_SBCK_003-10a>	1
other	<md:KR3a0007_SBCK_003-10b>	1
other	<md:KR3a0007_SBCK_003-11a>	1
other	<md:KR3a0007_SBCK_003-11b>	1
other	<md:KR3a0007_SBCK_003-12a>	1
other	<md:KR3a0007_SBCK_003-12b>	1
other	<md:KR3a0007_SBCK_003-13a>	1
other	<md:KR3a0007_SBCK_003-13b>	1
other	<md:KR3a0007_SBCK_003-14a>	1
other	<md:KR3a0007_SBCK_003-14b>	1
other	<md:KR3a0007_SBCK_003-15a>	1
other	<md:KR3a0007_SBCK_003-15b>	1
other	<md:KR3a0007_SBCK_003-16a>	1
other	<md:KR3a0007_SBCK_003-16b>	1
other	<md:KR3a0007_SBCK_003-17a>	1
other	<md:KR3a0007_SBCK_014-1a>	1
other	<md:KR3a0007_SBCK_014-1b>	1
other	<md:KR3a0007_SBCK_014-2a>	1
other	<md:KR3a0007_SBCK_014-2b>	1
other	<md:KR3a0007_SBCK_014-3a>	1
other	<md:KR3a0007_SBCK_014-3b>	1
other	<md:KR3a0007_SBCK_014-4a>	1
other	<md:KR3a0007_SBCK_014-4b>	1
other	<md:KR3a0007_SBCK_014-5a>	1
other	<md:KR3a0007_SBCK_014-5b>	1
other	<md:KR3a0007_SBCK_014-6a>	1
other	<md:KR3a0007_SBCK_014-6b>	1
other	<md:KR3a0007_SBCK_014-7a>	1
other	<md:KR3a0007_SBCK_014-7b>	1
other	<md:KR3a0007_SBCK_014-8a>	1
other	<md:KR3a0007_SBCK_014-8b>	1
other	<md:KR3a0007_SBCK_014-9a>	1
other	<md:KR3a0007_SBCK_014-9b>	1
other	<md:KR3a0007_SBCK_014-10a>	1
other	<md:KR3a0007_SBCK_014-10b>	1
other	<md:KR3a0007_SBCK_014-11a>	1
other	<md:KR3a0007_SBCK_014-11b>	1
other	<md:KR3a0007_SBCK_014-12a>	1
other	<md:KR3a0007_SBCK_014-12b>	1
other	<md:KR3a0007_SBCK_014-13a>	1
other	<md:KR3a0007_SBCK_014-13b>	1
other	<md:KR3a0007_SBCK_014-14a>	1
other	<md:KR3a0007_SBCK_014-14b>	1
other	<md:KR3a0007_SBCK_014-15a>	1
other	<md:KR3a0007_SBCK_014-15b>	1
other	<md:KR3a0007_SBCK_014-16a>	1
other	<md:KR3a0007_SBCK_014-16b>	1
other	<md:KR3a0007_SBCK_007-1a>	1
other	<md:KR3a0007_SBCK_007-1b>	1
other	<md:KR3a0007_SBCK_007-2a>	1
other	<md:KR3a0007_SBCK_007-2b>	1
other	<md:KR3a0007_SBCK_007-3a>	1
other	<md:KR3a0007_SBCK_007-3b>	1
other	<md:KR3a0007_SBCK_007-4a>	1
other	<md:KR3a0007_SBCK_007-4b>	1
other	<md:KR3a0007_SBCK_007-5a>	1
other	<md:KR3a0007_SBCK_007-5b>	1
other	<md:KR3a0007_SBCK_007-6a>	1
other	<md:KR3a0007_SBCK_007-6b>	1
other	<md:KR3a0007_SBCK_007-7a>	1
other	<md:KR3a0007_SBCK_007-7b>	1
other	<md:KR3a0007_SBCK_007-8a>	1
other	<md:KR3a0007_SBCK_007-8b>	1
other	<md:KR3a0007_SBCK_007-9a>	1
other	<md:KR3a0007_SBCK_007-9b>	1
other	<md:KR3a0007_SBCK_007-10a>	1
other	<md:KR3a0007_SBCK_007-10b>	1
other	<md:KR3a0007_SBCK_007-11a>	1
other	<md:KR3a0007_SBCK_007-11b>	1
other	<md:KR3a0007_SBCK_007-12a>	1
other	<md:KR3a0007_SBCK_007-12b>	1
other	<md:KR3a0007_SBCK_007-13a>	1
other	<md:KR3a0007_SBCK_007-13b>	1
other	<md:KR3a0007_SBCK_007-14a>	1
other	<md:KR3a0007_SBCK_007-14b>	1
other	<md:KR3a0007_SBCK_007-15a>	1
other	<md:KR3a0007_SBCK_007-15b>	1
other	<md:KR3a0007_SBCK_007-16a>	1
other	<md:KR3a0007_SBCK_007-16b>	1
other	<md:KR3a0007_SBCK_007-17a>	1
other	<md:KR3a0007_SBCK_007-17b>	1
other	<md:KR3a0007_SBCK_007-18a>	1
other	<md:KR3a0007_SBCK_007-18b>	1
other	<md:KR3a0007_SBCK_007-19a>	1
other	<md:KR3a0007_SBCK_007-19b>	1
other	<md:KR3a0007_SBCK_007-20a>	1
other	<md:KR3a0007_SBCK_007-20b>	1
other	<md:KR3a0007_SBCK_007-21a>	1
other	<md:KR3a0007_SBCK_007-21b>	1
other	<md:KR3a0007_SBCK_007-22a>	1
other	<md:KR3a0007_SBCK_007-22b>	1
other	<md:KR3a0007_SBCK_007-23a>	1
other	<md:KR3a0007_SBCK_007-23b>	1
other	<md:KR3a0007_SBCK_007-24a>	1
other	<md:KR3a0007_SBCK_007-24b>	1
other	<md:KR3a0007_SBCK_007-25a>	1
other	<md:KR3a0007_SBCK_016-1a>	1
other	<md:KR3a0007_SBCK_016-1b>	1
other	<md:KR3a0007_SBCK_016-2a>	1
other	<md:KR3a0007_SBCK_016-2b>	1
other	<md:KR3a0007_SBCK_016-3a>	1
other	<md:KR3a0007_SBCK_016-3b>	1
other	<md:KR3a0007_SBCK_016-4a>	1
other	<md:KR3a0007_SBCK_016-4b>	1
other	<md:KR3a0007_SBCK_016-5a>	1
other	<md:KR3a0007_SBCK_016-5b>	1
other	<md:KR3a0007_SBCK_016-6a>	1
other	<md:KR3a0007_SBCK_016-6b>	1
other	<md:KR3a0007_SBCK_016-7a>	1
other	<md:KR3a0007_SBCK_016-7b>	1
other	<md:KR3a0007_SBCK_016-8a>	1
other	<md:KR3a0007_SBCK_016-8b>	1
other	<md:KR3a0007_SBCK_016-9a>	1
other	<md:KR3a0007_SBCK_016-9b>	1
other	<md:KR3a0007_SBCK_016-10a>	1
other	<md:KR3a0007_SBCK_016-10b>	1
other	<md:KR3a0007_SBCK_016-11a>	1
other	<md:KR3a0007_SBCK_016-11b>	1
other	<md:KR3a0007_SBCK_016-12a>	1
other	<md:KR3a0007_SBCK_016-12b>	1
other	<md:KR3a0007_SBCK_016-13a>	1
other	<md:KR3a0007_SBCK_016-13b>	1
other	<md:KR3a0007_SBCK_016-14a>	1
other	<md:KR3a0007_SBCK_016-14b>	1
other	<md:KR3a0007_SBCK_016-15a>	1
other	<md:KR3a0007_SBCK_016-15b>	1
other	<md:KR3a0007_SBCK_016-16a>	1
other	<md:KR3a0007_SBCK_016-16b>	1
other	<md:KR3a0007_SBCK_016-17a>	1
other	<md:KR3a0007_SBCK_016-17b>	1
other	<md:KR3a0007_SBCK_016-18a>	1
other	<md:KR3a0007_SBCK_016-18b>	1
other	<md:KR3a0007_SBCK_016-19a>	1
other	<md:KR3a0007_SBCK_016-19b>	1
other	<md:KR3a0007_SBCK_013-1a>	1
other	<md:KR3a0007_SBCK_013-1b>	1
other	<md:KR3a0007_SBCK_013-2a>	1
other	<md:KR3a0007_SBCK_013-2b>	1
other	<md:KR3a0007_SBCK_013-3a>	1
other	<md:KR3a0007_SBCK_013-3b>	1
other	<md:KR3a0007_SBCK_013-4a>	1
other	<md:KR3a0007_SBCK_013-4b>	1
other	<md:KR3a0007_SBCK_013-5a>	1
other	<md:KR3a0007_SBCK_013-5b>	1
other	<md:KR3a0007_SBCK_013-6a>	1
other	<md:KR3a0007_SBCK_013-6b>	1
other	<md:KR3a0007_SBCK_013-7a>	1
other	<md:KR3a0007_SBCK_013-7b>	1
other	<md:KR3a0007_SBCK_013-8a>	1
other	<md:KR3a0007_SBCK_013-8b>	1
other	<md:KR3a0007_SBCK_013-9a>	1
other	<md:KR3a0007_SBCK_013-9b>	1
other	<md:KR3a0007_SBCK_013-10a>	1
other	<md:KR3a0007_SBCK_013-10b>	1
other	<md:KR3a0007_SBCK_013-11a>	1
other	<md:KR3a0007_SBCK_013-11b>	1
other	<md:KR3a0007_SBCK_013-12a>	1
other	<md:KR3a0007_SBCK_013-12b>	1
other	<md:KR3a0007_SBCK_013-13a>	1
other	<md:KR3a0007_SBCK_013-13b>	1
other	<md:KR3a0007_SBCK_013-14a>	1
other	<md:KR3a0007_SBCK_013-14b>	1
other	<md:KR3a0007_SBCK_013-15a>	1
other	<md:KR3a0007_SBCK_013-15b>	1
other	<md:KR3a0007_SBCK_013-16a>	1
other	<md:KR3a0007_SBCK_013-16b>	1
other	<md:KR3a0007_SBCK_013-17a>	1
other	<md:KR3a0007_SBCK_013-17b>	1
other	<md:KR3a0007_SBCK_013-18a>	1
other	<md:KR3a0007_SBCK_013-18b>	1
other	<md:KR3a0007_SBCK_013-19a>	1
other	<md:KR3a0007_SBCK_013-19b>	1
other	<md:KR3a0007_SBCK_013-20a>	1
other	<md:KR3a0007_SBCK_013-20b>	1
other	<md:KR3a0007_SBCK_013-21a>	1
other	<md:KR3a0007_SBCK_013-21b>	1
other	<md:KR3a0007_SBCK_013-22a>	1
other	<md:KR3a0007_SBCK_013-22b>	1
other	<md:KR3a0007_SBCK_013-23a>	1
other	<md:KR3a0007_SBCK_013-23b>	1
other	<md:KR3a0007_SBCK_013-24a>	1
other	<md:KR3a0007_SBCK_013-24b>	1
other	<md:KR3a0007_SBCK_013-25a>	1
other	<md:KR3a0007_SBCK_013-25b>	1
other	<md:KR3a0007_SBCK_013-26a>	1
other	<md:KR3a0007_SBCK_013-26b>	1
other	<md:KR3a0007_SBCK_005-1a>	1
other	<md:KR3a0007_SBCK_005-1b>	1
other	<md:KR3a0007_SBCK_005-2a>	1
other	<md:KR3a0007_SBCK_005-2b>	1
other	<md:KR3a0007_SBCK_005-3a>	1
other	<md:KR3a0007_SBCK_005-3b>	1
other	<md:KR3a0007_SBCK_005-4a>	1
other	<md:KR3a0007_SBCK_005-4b>	1
other	<md:KR3a0007_SBCK_005-5a>	1
other	<md:KR3a0007_SBCK_005-5b>	1
other	<md:KR3a0007_SBCK_005-6a>	1
other	<md:KR3a0007_SBCK_005-6b>	1
other	<md:KR3a0007_SBCK_005-7a>	1
other	<md:KR3a0007_SBCK_005-7b>	1
other	<md:KR3a0007_SBCK_005-8a>	1
other	<md:KR3a0007_SBCK_005-8b>	1
other	<md:KR3a0007_SBCK_005-9a>	1
other	<md:KR3a0007_SBCK_005-9b>	1
other	<md:KR3a0007_SBCK_005-10a>	1
other	<md:KR3a0007_SBCK_005-10b>	1
other	<md:KR3a0007_SBCK_005-11a>	1
other	<md:KR3a0007_SBCK_005-11b>	1
other	<md:KR3a0007_SBCK_005-12a>	1
other	<md:KR3a0007_SBCK_005-12b>	1
other	<md:KR3a0007_SBCK_005-13a>	1
other	<md:KR3a0007_SBCK_005-13b>	1
other	<md:KR3a0007_SBCK_005-14a>	1
other	<md:KR3a0007_SBCK_005-14b>	1
other	<md:KR3a0007_SBCK_005-15a>	1
other	<md:KR3a0007_SBCK_005-15b>	1
other	<md:KR3a0007_SBCK_005-16a>	1
other	<md:KR3a0007_SBCK_005-16b>	1
other	<md:KR3a0007_SBCK_005-17a>	1
other	<md:KR3a0007_SBCK_005-17b>	1
other	<md:KR3a0007_SBCK_005-18a>	1
other	<md:KR3a0007_SBCK_005-18b>	1
other	<md:KR3a0007_SBCK_018-1a>	1
other	<md:KR3a0007_SBCK_018-1b>	1
other	<md:KR3a0007_SBCK_018-2a>	1
other	<md:KR3a0007_SBCK_018-2b>	1
other	<md:KR3a0007_SBCK_018-3a>	1
other	<md:KR3a0007_SBCK_018-3b>	1
other	<md:KR3a0007_SBCK_018-4a>	1
other	<md:KR3a0007_SBCK_018-4b>	1
other	<md:KR3a0007_SBCK_018-5a>	1
other	<md:KR3a0007_SBCK_018-5b>	1
other	<md:KR3a0007_SBCK_018-6a>	1
other	<md:KR3a0007_SBCK_018-6b>	1
other	<md:KR3a0007_SBCK_018-7a>	1
other	<md:KR3a0007_SBCK_018-7b>	1
other	<md:KR3a0007_SBCK_018-8a>	1
other	<md:KR3a0007_SBCK_018-8b>	1
other	<md:KR3a0007_SBCK_018-9a>	1
other	<md:KR3a0007_SBCK_018-9b>	1
other	<md:KR3a0007_SBCK_018-10a>	1
other	<md:KR3a0007_SBCK_018-10b>	1
other	<md:KR3a0007_SBCK_018-11a>	1
other	<md:KR3a0007_SBCK_018-11b>	1
other	<md:KR3a0007_SBCK_018-12a>	1
other	<md:KR3a0007_SBCK_018-12b>	1
other	<md:KR3a0007_SBCK_018-13a>	1
other	<md:KR3a0007_SBCK_018-13b>	1
other	<md:KR3a0007_SBCK_018-14a>	1
other	<md:KR3a0007_SBCK_018-14b>	1
other	<md:KR3a0007_SBCK_018-15a>	1
other	<md:KR3a0007_SBCK_018-15b>	1
other	<md:KR3a0007_SBCK_018-16a>	1
other	<md:KR3a0007_SBCK_018-16b>	1
other	<md:KR3a0007_SBCK_018-17a>	1
other	<md:KR3a0007_SBCK_018-17b>	1
other	<md:KR3a0007_SBCK_018-18a>	1
other	<md:KR3a0007_SBCK_018-18b>	1
other	<md:KR3a0007_SBCK_018-19a>	1
other	<md:KR3a0007_SBCK_018-19b>	1
other	<md:KR3a0007_SBCK_018-20a>	1
other	<md:KR3a0007_SBCK_018-20b>	1
other	<md:KR3a0007_SBCK_018-21a>	1
other	<md:KR3a0007_SBCK_018-21b>	1
other	<md:KR3a0007_SBCK_018-22a>	1
other	<md:KR3a0007_SBCK_018-22b>	1
other	<md:KR3a0007_SBCK_018-23a>	1
other	<md:KR3a0007_SBCK_018-23b>	1
other	<md:KR3a0007_SBCK_018-24a>	1
other	<md:KR3a0007_SBCK_018-24b>	1
other	<md:KR3a0007_SBCK_018-25a>	1
other	<md:KR3a0007_SBCK_018-25b>	1
other	<md:KR3a0007_SBCK_018-26a>	1
other	<md:KR3a0007_SBCK_018-26b>	1
other	<md:KR3a0007_SBCK_008-27b>	1
other	<md:KR3a0007_SBCK_009-1a>	1
other	<md:KR3a0007_SBCK_009-1b>	1
other	<md:KR3a0007_SBCK_009-2a>	1
other	<md:KR3a0007_SBCK_009-2b>	1
other	<md:KR3a0007_SBCK_009-3a>	1
other	<md:KR3a0007_SBCK_009-3b>	1
other	<md:KR3a0007_SBCK_009-4a>	1
other	<md:KR3a0007_SBCK_009-4b>	1
other	<md:KR3a0007_SBCK_009-5a>	1
other	<md:KR3a0007_SBCK_009-5b>	1
other	<md:KR3a0007_SBCK_009-6a>	1
